,datetime,ghi,gti,power
254,10/3/2017 15:30,,,6.35
255,10/3/2017 15:45,,,5.35
256,10/3/2017 16:00,,,4.11
257,10/3/2017 16:15,,,2.98
258,10/3/2017 16:30,,,1.98
259,10/3/2017 16:45,,,1.21
260,10/3/2017 17:00,,,0.64
261,10/3/2017 17:15,,,0.25
262,10/3/2017 17:30,,,0.04
263,10/3/2017 17:45,,,0
264,10/3/2017 18:00,0,0,0
265,10/3/2017 18:15,0,0,0
266,10/3/2017 18:30,0,0,0
267,10/3/2017 18:45,0,0,0
268,10/3/2017 19:00,0,0,0
269,10/3/2017 19:15,0,0,0
270,10/3/2017 19:30,0,0,0
271,10/3/2017 19:45,0,0,0
272,10/3/2017 20:00,0,0,0
273,10/3/2017 20:15,0,0,0
274,10/3/2017 20:30,0,0,0
275,10/3/2017 20:45,0,0,0
276,10/3/2017 21:00,0,0,0
277,10/3/2017 21:15,0,0,0
278,10/3/2017 21:30,0,0,0
279,10/3/2017 21:45,0,0,0
280,10/3/2017 22:00,0,0,0
281,10/3/2017 22:15,0,0,0
282,10/3/2017 22:30,0,0,0
283,10/3/2017 22:45,0,0,0
284,10/3/2017 23:00,0,0,0
285,10/3/2017 23:15,0,0,0
286,10/3/2017 23:30,0,0,0
287,10/3/2017 23:45,0,0,0
288,10/4/2017 0:00,0,0,0
289,10/4/2017 0:15,0,0,0
290,10/4/2017 0:30,0,0,0
291,10/4/2017 0:45,0,0,0
292,10/4/2017 1:00,0,0,0
293,10/4/2017 1:15,0,0,0
294,10/4/2017 1:30,0,0,0
295,10/4/2017 1:45,0,0,0
296,10/4/2017 2:00,0,0,0
297,10/4/2017 2:15,0,0,0
298,10/4/2017 2:30,0,0,0
299,10/4/2017 2:45,0,0,0
300,10/4/2017 3:00,0,0,0
301,10/4/2017 3:15,0,0,0
302,10/4/2017 3:30,0,0,0
303,10/4/2017 3:45,0,0,0
304,10/4/2017 4:00,0,0,0
305,10/4/2017 4:15,0,0,0
306,10/4/2017 4:30,0,0,0
307,10/4/2017 4:45,0,0,0
308,10/4/2017 5:00,0,0,0
309,10/4/2017 5:15,0,0,0
310,10/4/2017 5:30,0,0,0
311,10/4/2017 5:45,0,0,0
312,10/4/2017 6:00,,,0
313,10/4/2017 6:15,,,0
314,10/4/2017 6:30,,,0
315,10/4/2017 6:45,,,0.08
316,10/4/2017 7:00,,,0.34
317,10/4/2017 7:15,,,0.8
318,10/4/2017 7:30,,,1.4
319,10/4/2017 7:45,,,2.23
320,10/4/2017 8:00,,,3.13
321,10/4/2017 8:15,,,6.24
322,10/4/2017 8:30,,,5.1
323,10/4/2017 8:45,,,6.08
324,10/4/2017 9:00,,,7.04
325,10/4/2017 9:15,,,7.91
326,10/4/2017 9:30,,,8.54
327,10/4/2017 9:45,,,9.41
328,10/4/2017 10:00,,,10.08
329,10/4/2017 10:15,,,10.6
330,10/4/2017 10:30,,,11.05
331,10/4/2017 10:45,,,11.69
332,10/4/2017 11:00,,,12.09
333,10/4/2017 11:15,,,12.56
334,10/4/2017 11:30,,,12.77
335,10/4/2017 11:45,,,13.02
336,10/4/2017 12:00,,,13.16
337,10/4/2017 12:15,,,12.96
338,10/4/2017 12:30,,,12.77
339,10/4/2017 12:45,,,12.7
340,10/4/2017 13:00,,,12.42
341,10/4/2017 13:15,,,12.08
342,10/4/2017 13:30,,,12.07
343,10/4/2017 13:45,,,11.38
344,10/4/2017 14:00,,,10.78
345,10/4/2017 14:15,,,10.45
346,10/4/2017 14:30,,,10.02
347,10/4/2017 14:45,,,9.23
348,10/4/2017 15:00,,,8.33
349,10/4/2017 15:15,,,7.42
350,10/4/2017 15:30,,,6.35
351,10/4/2017 15:45,,,5.35
352,10/4/2017 16:00,,,4.11
353,10/4/2017 16:15,,,2.98
354,10/4/2017 16:30,,,1.98
355,10/4/2017 16:45,,,1.21
356,10/4/2017 17:00,,,0.64
357,10/4/2017 17:15,,,0.25
358,10/4/2017 17:30,,,0.04
359,10/4/2017 17:45,,,0
360,10/4/2017 18:00,0,0,0
361,10/4/2017 18:15,0,0,0
362,10/4/2017 18:30,0,0,0
363,10/4/2017 18:45,0,0,0
364,10/4/2017 19:00,0,0,0
365,10/4/2017 19:15,0,0,0
366,10/4/2017 19:30,0,0,0
367,10/4/2017 19:45,0,0,0
368,10/4/2017 20:00,0,0,0
369,10/4/2017 20:15,0,0,0
370,10/4/2017 20:30,0,0,0
371,10/4/2017 20:45,0,0,0
372,10/4/2017 21:00,0,0,0
373,10/4/2017 21:15,0,0,0
374,10/4/2017 21:30,0,0,0
375,10/4/2017 21:45,0,0,0
376,10/4/2017 22:00,0,0,0
377,10/4/2017 22:15,0,0,0
378,10/4/2017 22:30,0,0,0
379,10/4/2017 22:45,0,0,0
380,10/4/2017 23:00,0,0,0
381,10/4/2017 23:15,0,0,0
382,10/4/2017 23:30,0,0,0
383,10/4/2017 23:45,0,0,0
384,10/5/2017 0:00,0,0,0
385,10/5/2017 0:15,0,0,0
386,10/5/2017 0:30,0,0,0
387,10/5/2017 0:45,0,0,0
388,10/5/2017 1:00,0,0,0
389,10/5/2017 1:15,0,0,0
390,10/5/2017 1:30,0,0,0
391,10/5/2017 1:45,0,0,0
392,10/5/2017 2:00,0,0,0
393,10/5/2017 2:15,0,0,0
394,10/5/2017 2:30,0,0,0
395,10/5/2017 2:45,0,0,0
396,10/5/2017 3:00,0,0,0
397,10/5/2017 3:15,0,0,0
398,10/5/2017 3:30,0,0,0
399,10/5/2017 3:45,0,0,0
400,10/5/2017 4:00,0,0,0
401,10/5/2017 4:15,0,0,0
402,10/5/2017 4:30,0,0,0
403,10/5/2017 4:45,0,0,0
404,10/5/2017 5:00,0,0,0
405,10/5/2017 5:15,0,0,0
406,10/5/2017 5:30,0,0,0
407,10/5/2017 5:45,0,0,0
408,10/5/2017 6:00,,,0
409,10/5/2017 6:15,,,0
410,10/5/2017 6:30,,,0
411,10/5/2017 6:45,,,0.08
412,10/5/2017 7:00,,,0.34
413,10/5/2017 7:15,,,0.8
414,10/5/2017 7:30,,,1.4
415,10/5/2017 7:45,,,2.23
416,10/5/2017 8:00,,,3.13
417,10/5/2017 8:15,,,6.24
418,10/5/2017 8:30,,,5.1
419,10/5/2017 8:45,,,6.08
420,10/5/2017 9:00,,,7.04
421,10/5/2017 9:15,,,7.91
422,10/5/2017 9:30,,,8.54
423,10/5/2017 9:45,,,9.41
424,10/5/2017 10:00,,,10.08
425,10/5/2017 10:15,,,10.6
426,10/5/2017 10:30,,,11.05
427,10/5/2017 10:45,,,11.69
428,10/5/2017 11:00,,,12.09
429,10/5/2017 11:15,,,12.56
430,10/5/2017 11:30,,,12.77
431,10/5/2017 11:45,,,13.02
432,10/5/2017 12:00,,,13.16
433,10/5/2017 12:15,,,12.96
434,10/5/2017 12:30,,,12.77
435,10/5/2017 12:45,,,12.7
436,10/5/2017 13:00,,,12.42
437,10/5/2017 13:15,,,12.08
438,10/5/2017 13:30,,,12.07
439,10/5/2017 13:45,,,11.38
440,10/5/2017 14:00,,,10.78
441,10/5/2017 14:15,,,10.45
442,10/5/2017 14:30,,,10.02
443,10/5/2017 14:45,,,9.23
444,10/5/2017 15:00,,,8.33
445,10/5/2017 15:15,,,7.42
446,10/5/2017 15:30,,,6.35
447,10/5/2017 15:45,,,5.35
448,10/5/2017 16:00,,,4.11
449,10/5/2017 16:15,,,2.98
450,10/5/2017 16:30,,,1.98
451,10/5/2017 16:45,,,1.21
452,10/5/2017 17:00,,,0.64
453,10/5/2017 17:15,,,0.25
454,10/5/2017 17:30,,,0.04
455,10/5/2017 17:45,,,0
456,10/5/2017 18:00,0,0,0
457,10/5/2017 18:15,0,0,0
458,10/5/2017 18:30,0,0,0
459,10/5/2017 18:45,0,0,0
460,10/5/2017 19:00,0,0,0
461,10/5/2017 19:15,0,0,0
462,10/5/2017 19:30,0,0,0
463,10/5/2017 19:45,0,0,0
464,10/5/2017 20:00,0,0,0
465,10/5/2017 20:15,0,0,0
466,10/5/2017 20:30,0,0,0
467,10/5/2017 20:45,0,0,0
468,10/5/2017 21:00,0,0,0
469,10/5/2017 21:15,0,0,0
470,10/5/2017 21:30,0,0,0
471,10/5/2017 21:45,0,0,0
472,10/5/2017 22:00,0,0,0
473,10/5/2017 22:15,0,0,0
474,10/5/2017 22:30,0,0,0
475,10/5/2017 22:45,0,0,0
476,10/5/2017 23:00,0,0,0
477,10/5/2017 23:15,0,0,0
478,10/5/2017 23:30,0,0,0
479,10/5/2017 23:45,0,0,0
480,10/6/2017 0:00,0,0,0
481,10/6/2017 0:15,0,0,0
482,10/6/2017 0:30,0,0,0
483,10/6/2017 0:45,0,0,0
484,10/6/2017 1:00,0,0,0
485,10/6/2017 1:15,0,0,0
486,10/6/2017 1:30,0,0,0
487,10/6/2017 1:45,0,0,0
488,10/6/2017 2:00,0,0,0
489,10/6/2017 2:15,0,0,0
490,10/6/2017 2:30,0,0,0
491,10/6/2017 2:45,0,0,0
492,10/6/2017 3:00,0,0,0
493,10/6/2017 3:15,0,0,0
494,10/6/2017 3:30,0,0,0
495,10/6/2017 3:45,0,0,0
496,10/6/2017 4:00,0,0,0
497,10/6/2017 4:15,0,0,0
498,10/6/2017 4:30,0,0,0
499,10/6/2017 4:45,0,0,0
500,10/6/2017 5:00,0,0,0
501,10/6/2017 5:15,0,0,0
502,10/6/2017 5:30,0,0,0
503,10/6/2017 5:45,0,0,0
504,10/6/2017 6:00,,,0
505,10/6/2017 6:15,,,0
506,10/6/2017 6:30,,,0
507,10/6/2017 6:45,,,0.08
508,10/6/2017 7:00,,,0.34
509,10/6/2017 7:15,,,0.8
510,10/6/2017 7:30,,,1.4
511,10/6/2017 7:45,,,2.23
512,10/6/2017 8:00,,,3.13
513,10/6/2017 8:15,,,6.24
514,10/6/2017 8:30,,,5.1
515,10/6/2017 8:45,,,6.08
516,10/6/2017 9:00,,,7.04
517,10/6/2017 9:15,,,7.91
518,10/6/2017 9:30,,,8.54
519,10/6/2017 9:45,,,9.41
520,10/6/2017 10:00,,,10.08
521,10/6/2017 10:15,,,10.6
522,10/6/2017 10:30,,,11.05
523,10/6/2017 10:45,,,11.69
524,10/6/2017 11:00,,,12.09
525,10/6/2017 11:15,,,12.56
526,10/6/2017 11:30,,,12.77
527,10/6/2017 11:45,,,13.02
528,10/6/2017 12:00,,,13.16
529,10/6/2017 12:15,,,12.96
530,10/6/2017 12:30,,,12.77
531,10/6/2017 12:45,,,12.7
532,10/6/2017 13:00,,,12.42
533,10/6/2017 13:15,,,12.08
534,10/6/2017 13:30,,,12.07
535,10/6/2017 13:45,,,11.38
536,10/6/2017 14:00,,,10.78
537,10/6/2017 14:15,,,10.45
538,10/6/2017 14:30,,,10.02
539,10/6/2017 14:45,,,9.23
540,10/6/2017 15:00,,,8.33
541,10/6/2017 15:15,,,7.42
542,10/6/2017 15:30,,,6.35
543,10/6/2017 15:45,,,5.35
544,10/6/2017 16:00,,,4.11
545,10/6/2017 16:15,,,2.98
546,10/6/2017 16:30,,,1.98
547,10/6/2017 16:45,,,1.21
548,10/6/2017 17:00,,,0.64
549,10/6/2017 17:15,,,0.25
550,10/6/2017 17:30,,,0.04
551,10/6/2017 17:45,,,0
552,10/6/2017 18:00,0,0,0
553,10/6/2017 18:15,0,0,0
554,10/6/2017 18:30,0,0,0
555,10/6/2017 18:45,0,0,0
556,10/6/2017 19:00,0,0,0
557,10/6/2017 19:15,0,0,0
558,10/6/2017 19:30,0,0,0
559,10/6/2017 19:45,0,0,0
560,10/6/2017 20:00,0,0,0
561,10/6/2017 20:15,0,0,0
562,10/6/2017 20:30,0,0,0
563,10/6/2017 20:45,0,0,0
564,10/6/2017 21:00,0,0,0
565,10/6/2017 21:15,0,0,0
566,10/6/2017 21:30,0,0,0
567,10/6/2017 21:45,0,0,0
568,10/6/2017 22:00,0,0,0
569,10/6/2017 22:15,0,0,0
570,10/6/2017 22:30,0,0,0
571,10/6/2017 22:45,0,0,0
572,10/6/2017 23:00,0,0,0
573,10/6/2017 23:15,0,0,0
574,10/6/2017 23:30,0,0,0
575,10/6/2017 23:45,0,0,0
576,10/7/2017 0:00,0,0,0
577,10/7/2017 0:15,0,0,0
578,10/7/2017 0:30,0,0,0
579,10/7/2017 0:45,0,0,0
580,10/7/2017 1:00,0,0,0
581,10/7/2017 1:15,0,0,0
582,10/7/2017 1:30,0,0,0
583,10/7/2017 1:45,0,0,0
584,10/7/2017 2:00,0,0,0
585,10/7/2017 2:15,0,0,0
586,10/7/2017 2:30,0,0,0
587,10/7/2017 2:45,0,0,0
588,10/7/2017 3:00,0,0,0
589,10/7/2017 3:15,0,0,0
590,10/7/2017 3:30,0,0,0
591,10/7/2017 3:45,0,0,0
592,10/7/2017 4:00,0,0,0
593,10/7/2017 4:15,0,0,0
594,10/7/2017 4:30,0,0,0
595,10/7/2017 4:45,0,0,0
596,10/7/2017 5:00,0,0,0
597,10/7/2017 5:15,0,0,0
598,10/7/2017 5:30,0,0,0
599,10/7/2017 5:45,0,0,0
600,10/7/2017 6:00,,,0
601,10/7/2017 6:15,,,0
602,10/7/2017 6:30,,,0
603,10/7/2017 6:45,,,0.08
604,10/7/2017 7:00,,,0.34
605,10/7/2017 7:15,,,0.8
606,10/7/2017 7:30,,,1.4
607,10/7/2017 7:45,,,2.23
608,10/7/2017 8:00,,,3.13
609,10/7/2017 8:15,,,6.24
610,10/7/2017 8:30,,,5.1
611,10/7/2017 8:45,,,6.08
612,10/7/2017 9:00,,,7.04
613,10/7/2017 9:15,,,7.91
614,10/7/2017 9:30,,,8.54
615,10/7/2017 9:45,,,9.41
616,10/7/2017 10:00,,,10.08
617,10/7/2017 10:15,,,10.6
618,10/7/2017 10:30,,,11.05
619,10/7/2017 10:45,,,11.69
620,10/7/2017 11:00,,,12.09
621,10/7/2017 11:15,,,12.56
622,10/7/2017 11:30,,,12.77
623,10/7/2017 11:45,,,13.02
624,10/7/2017 12:00,,,13.16
625,10/7/2017 12:15,,,12.96
626,10/7/2017 12:30,,,12.77
627,10/7/2017 12:45,,,12.7
628,10/7/2017 13:00,,,12.42
629,10/7/2017 13:15,,,12.08
630,10/7/2017 13:30,,,12.07
631,10/7/2017 13:45,,,11.38
632,10/7/2017 14:00,,,10.78
633,10/7/2017 14:15,,,10.45
634,10/7/2017 14:30,,,10.02
635,10/7/2017 14:45,,,9.23
636,10/7/2017 15:00,,,8.33
637,10/7/2017 15:15,,,7.42
638,10/7/2017 15:30,,,6.35
639,10/7/2017 15:45,,,5.35
640,10/7/2017 16:00,,,4.11
641,10/7/2017 16:15,,,2.98
642,10/7/2017 16:30,,,1.98
643,10/7/2017 16:45,,,1.21
644,10/7/2017 17:00,,,0.64
645,10/7/2017 17:15,,,0.25
646,10/7/2017 17:30,,,0.04
647,10/7/2017 17:45,,,0
648,10/7/2017 18:00,0,0,0
649,10/7/2017 18:15,0,0,0
650,10/7/2017 18:30,0,0,0
651,10/7/2017 18:45,0,0,0
652,10/7/2017 19:00,0,0,0
653,10/7/2017 19:15,0,0,0
654,10/7/2017 19:30,0,0,0
655,10/7/2017 19:45,0,0,0
656,10/7/2017 20:00,0,0,0
657,10/7/2017 20:15,0,0,0
658,10/7/2017 20:30,0,0,0
659,10/7/2017 20:45,0,0,0
660,10/7/2017 21:00,0,0,0
661,10/7/2017 21:15,0,0,0
662,10/7/2017 21:30,0,0,0
663,10/7/2017 21:45,0,0,0
664,10/7/2017 22:00,0,0,0
665,10/7/2017 22:15,0,0,0
666,10/7/2017 22:30,0,0,0
667,10/7/2017 22:45,0,0,0
668,10/7/2017 23:00,0,0,0
669,10/7/2017 23:15,0,0,0
670,10/7/2017 23:30,0,0,0
671,10/7/2017 23:45,0,0,0
672,10/8/2017 0:00,0,0,0
673,10/8/2017 0:15,0,0,0
674,10/8/2017 0:30,0,0,0
675,10/8/2017 0:45,0,0,0
676,10/8/2017 1:00,0,0,0
677,10/8/2017 1:15,0,0,0
678,10/8/2017 1:30,0,0,0
679,10/8/2017 1:45,0,0,0
680,10/8/2017 2:00,0,0,0
681,10/8/2017 2:15,0,0,0
682,10/8/2017 2:30,0,0,0
683,10/8/2017 2:45,0,0,0
684,10/8/2017 3:00,0,0,0
685,10/8/2017 3:15,0,0,0
686,10/8/2017 3:30,0,0,0
687,10/8/2017 3:45,0,0,0
688,10/8/2017 4:00,0,0,0
689,10/8/2017 4:15,0,0,0
690,10/8/2017 4:30,0,0,0
691,10/8/2017 4:45,0,0,0
692,10/8/2017 5:00,0,0,0
693,10/8/2017 5:15,0,0,0
694,10/8/2017 5:30,0,0,0
695,10/8/2017 5:45,0,0,0
696,10/8/2017 6:00,,,0
697,10/8/2017 6:15,,,0
698,10/8/2017 6:30,,,0
699,10/8/2017 6:45,,,0.08
700,10/8/2017 7:00,,,0.34
701,10/8/2017 7:15,,,0.8
702,10/8/2017 7:30,,,1.4
703,10/8/2017 7:45,,,2.23
704,10/8/2017 8:00,,,3.13
705,10/8/2017 8:15,,,6.24
706,10/8/2017 8:30,,,5.1
707,10/8/2017 8:45,,,6.08
708,10/8/2017 9:00,,,7.04
709,10/8/2017 9:15,,,7.91
710,10/8/2017 9:30,,,8.54
711,10/8/2017 9:45,,,9.41
712,10/8/2017 10:00,,,10.08
713,10/8/2017 10:15,,,10.6
714,10/8/2017 10:30,,,11.05
715,10/8/2017 10:45,,,11.69
716,10/8/2017 11:00,,,12.09
717,10/8/2017 11:15,,,12.56
718,10/8/2017 11:30,,,12.77
719,10/8/2017 11:45,,,13.02
720,10/8/2017 12:00,,,13.16
721,10/8/2017 12:15,,,12.96
722,10/8/2017 12:30,,,12.77
723,10/8/2017 12:45,,,12.7
724,10/8/2017 13:00,,,12.42
725,10/8/2017 13:15,,,12.08
726,10/8/2017 13:30,,,12.07
727,10/8/2017 13:45,,,11.38
728,10/8/2017 14:00,,,10.78
729,10/8/2017 14:15,,,10.45
730,10/8/2017 14:30,,,10.02
731,10/8/2017 14:45,,,9.23
732,10/8/2017 15:00,,,8.33
733,10/8/2017 15:15,,,7.42
734,10/8/2017 15:30,,,6.35
735,10/8/2017 15:45,,,5.35
736,10/8/2017 16:00,,,4.11
737,10/8/2017 16:15,,,2.98
